
[00:00:00.000 --> 00:00:02.900]   Aloha, everyone and welcome to another Tinkers Academy video.
[00:05:32.200 --> 00:05:37.400]   I mean, you're competitively playing a sport at 77 as a biohacker,
[00:05:37.400 --> 00:05:43.000]   you know, basically walking or, you know, talking and walking the talk, just is amazing to me.
[00:05:43.000 --> 00:05:48.200]   And kind of a testament that, hey, you've made, you know, you've made some right choices for your health,
[00:05:48.200 --> 00:05:50.600]   which is what it's all about, right?
[00:05:50.600 --> 00:05:55.800]   So, yeah, I mean, it's great to be able to chat with another biohacker who's out there doing stuff.
[00:05:55.800 --> 00:05:57.600]   So, you know, you have this.
[00:05:57.600 --> 00:06:01.800]   So how long have you had your new venture called new image lifestyles?
[00:06:01.800 --> 00:06:04.400]   Like how long has that been around?
[00:06:04.400 --> 00:06:12.800]   Well, we originally started it in, I believe it was 2019 shortly after we had sold our software company.
[00:06:12.800 --> 00:06:25.800]   And we started selling supplements and we, you know, had our website and everything was building well.
[00:06:25.800 --> 00:06:35.800]   And then along came COVID and people like Square and the different merchants pay out.
[00:06:35.800 --> 00:06:46.800]   They all at the same time canceled our accounts because we were selling, you know, this whole horrible supplement called CBD.
[00:06:46.800 --> 00:06:50.800]   And just because we had CBD on our website, they canceled us.
[00:06:50.800 --> 00:06:57.600]   So, you know, we, we, of course, had to pull back.
[00:06:57.600 --> 00:07:04.400]   We couldn't sell anything without a website and a merchant processor and started looking for that.
[00:07:04.400 --> 00:07:14.600]   Actually, you know, that's when I was really listening to your new things coming out, which we can talk about later,
[00:07:14.600 --> 00:07:23.200]   the new new services, hydrogen, and, you know, the 90, 10, which fill up morphed into Lilacu.
[00:07:23.200 --> 00:07:30.800]   And that we just grew up with that and begin to experiment on ourselves.
[00:07:30.800 --> 00:07:35.000]   Yeah, I remember when you were tinkering around a lot, we were sharing notes in the early days of that stuff.
[00:07:35.000 --> 00:07:38.400]   So, so, okay, so now new image lifestyles.
[00:07:38.400 --> 00:07:45.200]   So this is a new, your new company been running it for a few years and it's kind of morphed into just selling supplements.
[00:07:45.200 --> 00:07:52.800]   But when I was, I'm going to show everybody the site and just kind of just let's explore like, you know, what is the service you provide now?
[00:07:52.800 --> 00:07:57.800]   Like what are the, I mean, do you sell products, do you sell services, do you do consulting?
[00:07:57.800 --> 00:08:01.800]   I mean, you've got all this experience and you've got all these tools.
[00:08:01.800 --> 00:08:08.400]   So, you know, what's, what's the, like, what's the general, you know, idea behind your company now?
[00:08:08.400 --> 00:08:18.600]   I think more than anything, we are trying to be an example, a model of how anything is going to work.
[00:08:18.600 --> 00:08:41.400]   It's going to have to work in your own life, obviously, and we, we have, you know, been big supplement users for ever since my wife and I've been married 23 years and last summer, we just had this gnawing feeling.
[00:08:41.400 --> 00:08:47.200]   You know, you read about magnesium theory that's filling, you know, even, even the good supplements.
[00:08:47.200 --> 00:09:01.200]   You go in and you look at the ingredient label and you find magnesium steroid in there and, and, you know, we were concerned about, you know, the load that that was putting on our livers and we were looking for another way.
[00:09:01.200 --> 00:09:17.200]   And so that was kind of the, the beginning to moving over into water-based supplements with frequency, which we can talk about whenever you want to talk about that.
[00:09:17.200 --> 00:09:25.200]   But, you know, our goal is really to encourage others to do the same.
[00:09:25.200 --> 00:09:43.200]   You know, I, back in the radon days, I ran, had my run in with the state of Indiana because I was working with a local TV station to find out if there was radon around the state and we did some testing and found it.
[00:09:43.200 --> 00:09:51.200]   And the next thing we knew, you know, our company was being attacked by the state for actually finding radon in the soil.
[00:09:51.200 --> 00:10:04.200]   So we did not don't want to do that again because, you know, we're all, you know, moving targets that anything we say can and will be used against us.
[00:10:04.200 --> 00:10:25.200]   So we decided to make new image lifestyles of private membership association. So, so if you understand, that's a lot of the alternative healthcare systems are going that direction where everybody just pays a small membership fee.
[00:10:25.200 --> 00:10:31.200]   And now we're private or no longer out in the public. I'm not offering anything to the public.
[00:10:31.200 --> 00:10:36.200]   Okay. I'm looking for people who already have a clue.
[00:10:36.200 --> 00:10:56.200]   And that are wanting to be educated. And that's really what we're doing. We, we do offer services to where people can come in. They can sign up and, and have remote services done primarily since, you know, it's hard to get to geographical location.
[00:10:56.200 --> 00:11:00.200]   And then we hope that they'll do the same.
[00:11:00.200 --> 00:11:03.200]   Okay, go out and help other people.
[00:11:03.200 --> 00:11:17.200]   Yeah. Okay, so everything we, everything we do is on a, is on a donation basis. Okay, that's a suggested, I'd suggested fee of what it would be worth, but, you know, if you can't afford it, we're still still going to help you.
[00:11:17.200 --> 00:11:27.200]   Okay, so that's the structure of the company. That makes complete sense. I've actually am seeing a lot more wellness like wellness centers. I think even Dave Asprey has started something.
[00:11:27.200 --> 00:11:33.200]   I forgot the name he's got for it. It's some kind of, you know, he's creating like all these little wellness clinics around the country.
[00:11:33.200 --> 00:11:41.200]   And he's got the whole, you know, Dave Asprey thing, but he's doing the same thing where it's like, yeah, you know, to use this stuff, you have to be a member.
[00:11:41.200 --> 00:11:47.200]   And so that seems to be the new business model to kind of keep the FDA off your back. Yeah, exactly makes sense.
[00:11:47.200 --> 00:12:01.200]   And so let's talk about the different offerings that you have and, but the whole idea of if there's anything anybody's interested in, you know, they can always just contact you, but let's talk about the different things that you're, you're doing within, you know, new image lifestyles
[00:12:01.200 --> 00:12:08.200]   and, and, and, you know, kind of like what you help with and, and just your experience, I think, is what's really helpful is just like what's your experience with this stuff.
[00:12:08.200 --> 00:12:16.200]   So, you know, I was looking at your website and the first three things that popped out at me are three things that are near and dear to my heart.
[00:12:16.200 --> 00:12:23.200]   In fact, I think in your, in your picture on your website, you've got a carbon 60 t shirt on which cracked me up. Yeah.
[00:12:23.200 --> 00:12:34.200]   So, so, so what is your experience? You were just telling me right before the interview, I'd love for you to share the story, but, you know, your experience like how did you find out about carbon 60 and how long have you been taking it?
[00:12:34.200 --> 00:12:56.200]   Um, I started here about carbon 60, I think in 2017, plus or minus a few months anyway, and I started taking a product I, I think I was taking it for a year.
[00:12:56.200 --> 00:13:07.200]   And then I ended up because I was playing pickleball and needing more mobility because I basically had two torn rotator cuffs and bad knees.
[00:13:07.200 --> 00:13:11.200]   And I went in for stem cell treatment.
[00:13:11.200 --> 00:13:18.200]   And the day that I went in to have the procedure done.
[00:13:18.200 --> 00:13:34.200]   And this was in the US I didn't go out I found a, an organization that was doing a nationwide study and they had 70 some odd locations, where you could actually get your own stem cells extracted from your body.
[00:13:34.200 --> 00:13:51.200]   And then the raw stem cells injected back into your, in your joints, and back into your, your bloodstream, which don't know where to get that done would be normally to go to Panama or to Mexico or something.
[00:13:51.200 --> 00:13:59.200]   And of course it was, you know, a lot of the travel and everything could be expensive.
[00:13:59.200 --> 00:14:13.200]   And so I signed up, went up and met with this plastic surgeon who had been doing, had been part of this study, and he determined that we were, my wife and I both were, you know, good candidates.
[00:14:13.200 --> 00:14:23.200]   And so the day I go in to have the treatment done, I'm listening to one of the manufacturers who had a pod has a podcast out there.
[00:14:23.200 --> 00:14:26.200]   And Ken Schwartz, I think you know, Ken.
[00:14:26.200 --> 00:14:27.200]   Yeah, purple.
[00:14:27.200 --> 00:14:28.200]   Purple power.
[00:14:28.200 --> 00:14:37.200]   And that was the one that play, or that, uh, Cliff high, it was, was his buddy.
[00:14:37.200 --> 00:14:39.200]   Yeah, it's his buddy.
[00:14:39.200 --> 00:14:43.200]   And so that I'd been, I'd have been taking it for about a year.
[00:14:43.200 --> 00:14:52.200]   And Ken is on this video and I'm laying on my, on the operating table and the doctor is pumping through my belly button.
[00:14:52.200 --> 00:15:03.200]   He's got a long needle in there sucking the fat out of my belly, which fortunately, I guess I had plenty of work with him.
[00:15:03.200 --> 00:15:09.200]   And, and what they do is they pull that out and dissolve it and take the fat out of it.
[00:15:09.200 --> 00:15:12.200]   And then you're just left with the cells, which can count.
[00:15:12.200 --> 00:15:25.200]   So, in the, in the audio, this can is saying, yeah, we've had some of these, uh, anecdotal comments from people who have been taking purple power.
[00:15:25.200 --> 00:15:30.200]   And they've noticed their sten cell counts were accelerated.
[00:15:30.200 --> 00:15:39.200]   And I'm laying there and I'm not believing that I'm hearing this, you know, as a guy is feverishly pumping on my belly, you know, that there's sten cells.
[00:15:39.200 --> 00:15:46.200]   So I didn't say anything and you have to wait a couple of hours for them to extract the cells from the fat.
[00:15:46.200 --> 00:15:54.200]   So we went to lunch and came back and I go in for the, for the procedure where they now inject those same cells.
[00:15:54.200 --> 00:15:56.200]   And I'm all hooked up.
[00:15:56.200 --> 00:16:06.200]   I got an IV drip ready to, to receive the cells and had painkillers injected into my knees and my shoulders.
[00:16:06.200 --> 00:16:15.200]   And these doctors come running into the office together, holding up a, a handful of syringes with my cells on them.
[00:16:15.200 --> 00:16:20.200]   And, and they just both said, well, what in the world are you doing?
[00:16:20.200 --> 00:16:24.200]   And I said, what do you mean, what am I doing? I'm having stem cell.
[00:16:24.200 --> 00:16:25.200]   No, no, no.
[00:16:25.200 --> 00:16:26.200]   And they pointed at the cells.
[00:16:26.200 --> 00:16:32.200]   They said, you have this, you have the stem cell count of a teenager.
[00:16:32.200 --> 00:16:34.200]   Now, what are you doing?
[00:16:34.200 --> 00:16:42.200]   And I said, I can't tell. I said, only thing I know is I'm taking something called C 60 because I just heard the video, you know.
[00:16:42.200 --> 00:16:49.200]   And they said, well, we don't know what that is. Whatever you're doing, keep doing it because this right here is gold.
[00:16:49.200 --> 00:16:50.200]   Yeah.
[00:16:50.200 --> 00:17:01.200]   And then I had done three years of what's called PRP platelet rich plasma treatments, which can be quite painful.
[00:17:01.200 --> 00:17:07.200]   So now I'm sitting here and they, you know, they come in with one injection and a shoulder.
[00:17:07.200 --> 00:17:13.200]   They do both knees to give me the ID. The whole process, you know, was in less than 30 minutes.
[00:17:13.200 --> 00:17:19.200]   And Northern with the PRP, I had to wait two weeks before I came back to playing pickleball.
[00:17:19.200 --> 00:17:26.200]   And I, so I asked the doctor, said, when can I start playing? And he said, tomorrow.
[00:17:26.200 --> 00:17:30.200]   That's interesting.
[00:17:30.200 --> 00:17:35.200]   And right now everybody's want to know how much does that cost? That was $10,000.
[00:17:35.200 --> 00:17:39.200]   I just for this stem cell treatment was 10 grand. Wow.
[00:17:39.200 --> 00:17:43.200]   Did you feel better? Well, I mean, you know, it worked.
[00:17:43.200 --> 00:17:45.200]   Oh, cool. Okay.
[00:17:45.200 --> 00:17:53.200]   Oh, and on the website, there is a short video of my story and of me playing, you know, shortly right after.
[00:17:53.200 --> 00:17:57.200]   I had been doing, you know, some of these treatments.
[00:17:57.200 --> 00:18:06.200]   And he said, it'll be three months before you get, you know, your full recovery in your left shoulder.
[00:18:06.200 --> 00:18:14.200]   I'm left handed is and to and right almost to the day of the treatment, it was three months.
[00:18:14.200 --> 00:18:21.200]   And, you know, I couldn't lift a tray of lasagna, you know, at the dinner table.
[00:18:21.200 --> 00:18:26.200]   Without excruciating pain in my shoulders with these torn rotator cuffs.
[00:18:26.200 --> 00:18:34.200]   And I'm telling you, you know, I was, I was playing and I was playing pain free.
[00:18:34.200 --> 00:18:46.200]   And, you know, when I hit an overhead smash, I would have a little tingle for that first 90 days, but today, you know, I'm, I still playing on a word talking.
[00:18:46.200 --> 00:18:50.200]   We're gonna have many years to probably close to five years now. Okay.
[00:18:50.200 --> 00:18:54.200]   So the effect lasted five years and it's all about.
[00:18:54.200 --> 00:19:06.200]   Basically, it's a stem cell treatment, but predicated on the fact you're taking C 60, which raised your stem cell count in order for the stem cell treatment to been of that effective. So, okay.
[00:19:06.200 --> 00:19:20.200]   Oh, you know, you didn't you tell. Didn't you tell someone the story back in the day? Because I were distinctly remembers somebody's, you know, maybe a good have been canned or someone else.
[00:19:20.200 --> 00:19:31.200]   Okay, yeah, because I had to because I had to have watched and one of his, you know, remember, he used to do the C 60 show with his marketing lady.
[00:19:31.200 --> 00:19:39.200]   I got, I got, I got to believe that there's a video out there where he shared this story, but I never knew it was you, but you're, you're the guy.
[00:19:39.200 --> 00:19:52.200]   You're the guy you talked about. Okay. Wow. Small world. Okay. So, so do you make your own C 60 oil or, or, you know, I have bought it.
[00:19:52.200 --> 00:20:01.200]   And well, I never made my own C 60 oil. I was purchased it.
[00:20:01.200 --> 00:20:14.200]   I watched all your videos and thought, you know, do I, do I have time to do this? My answer was no, but, you know, and because at that time, remember, I was selling supplements. So I was buying.
[00:20:14.200 --> 00:20:24.200]   Okay. You know, I did, I did purple power and I did, oh, the other one they, they went to tablets. Live longer.
[00:20:24.200 --> 00:20:25.200]   Live longer. Right.
[00:20:25.200 --> 00:20:32.200]   Live longer labs that's filled out the cotliano and max champion site. Right. Okay. Great guys. Okay.
[00:20:32.200 --> 00:20:44.200]   I'm just reselling their products then through on your. Yes, I would just resell on them. Good products. Yeah. And of, yeah, now I make my own water. So I'll just say that.
[00:20:44.200 --> 00:20:46.200]   Oh, you make your own.
[00:20:46.200 --> 00:20:49.200]   Well, I make it with water frequency.
[00:20:49.200 --> 00:20:51.200]   Oh, okay. All right. Yeah. We'll talk about that.
[00:20:51.200 --> 00:20:52.200]   Yeah.
[00:20:52.200 --> 00:21:01.200]   Well, everybody, you should pay attention to that story, but okay. So next one up is the browns gas, the hydroxy therapy.
[00:21:01.200 --> 00:21:08.200]   Did you get this idea from me or you know, George from you? Oh, okay. Absolutely. I listened to your interview with George.
[00:21:08.200 --> 00:21:17.200]   I don't actually have. Yeah. I never haven't. I got to interview him one of these days, but I've done videos about him. I just got to get him on the line.
[00:21:17.200 --> 00:21:19.200]   Right.
[00:21:19.200 --> 00:21:28.200]   So how is that journey going for you? I mean, because I've, I'm actually plugged into one mine. I'm plugged into mine right now. I'm always plugged into it if I'm sitting down.
[00:21:28.200 --> 00:21:41.200]   I love it. We love it. We, my wife and I share it, breathing at night. We, we run that we crank it down to very low. And so that we're always maintaining a maximum.
[00:21:41.200 --> 00:21:46.200]   I mean, because you can reach saturation in what half an hour or less.
[00:21:46.200 --> 00:21:57.200]   At the levels that he recommends. So we just, we just, you know, if we're sitting around and listening to videos or something in the evening, one of us will will breathe and then.
[00:21:57.200 --> 00:22:09.200]   The other one will breathe it all night long. And we just, we've done that now. I just looked at the, the hour meter on our machine a couple days ago.
[00:22:09.200 --> 00:22:13.200]   And we're at 20,000 hours.
[00:22:13.200 --> 00:22:16.200]   Yeah, I can, I can imagine.
[00:22:16.200 --> 00:22:20.200]   I have no idea what mine is. I'm on my third machine.
[00:22:20.200 --> 00:22:29.200]   They keep breaking down. Oh, yeah. But, you know, I went and bought three different kinds and three different models.
[00:22:29.200 --> 00:22:31.200]   Yeah. Right.
[00:22:31.200 --> 00:22:40.200]   But the aquicure, the aquicure has been fine for us. I've replaced a fan, the cooling fan, and that's only thing I've had to change.
[00:22:40.200 --> 00:22:49.200]   Okay. So, okay. So you're an affiliate for live longer labs. You're affiliate for purple power. So you're an affiliate for ego research, then selling aquicures.
[00:22:49.200 --> 00:22:58.200]   I'm, I'm affiliate for ego. I'm not affiliate for either the supplements, because I'm not selling it. I quit selling supplements when you acquire and all them.
[00:22:58.200 --> 00:23:09.200]   Oh, okay. So you do quit selling. Okay. Yeah. And, and so I try to avoid, you know, selling products. I'd rather just sell services and, and help people.
[00:23:09.200 --> 00:23:24.200]   Okay. Sorry. So, okay. So the next thing, the next bullet I wanted to talk about in terms of the, the stuff that falls under the umbrella of new image lifestyles is, is the, the quantum pulse, formerly known as the vibe machine.
[00:23:24.200 --> 00:23:31.200]   And this is where I got, I got the idea to get one from you. So it goes both ways by the way.
[00:23:31.200 --> 00:23:42.200]   Because you got, you emailed me December, right? Talking about you, you started being one of the vibe centers, right? Well, actually, what do they call them? No, they don't call them vibe centers. All right.
[00:23:42.200 --> 00:24:00.200]   You know, that they really don't even promote. Yeah, they just have an individual. They sell you the machines. No, that's basically. I think there's a, there's a, if you go to their website now, then there's actually a link that says find practitioners or something like that.
[00:24:00.200 --> 00:24:13.200]   Yes. Right. Are you, are you on that list then? So you're like, well, you know, I don't know. And, and at the time I checked when I, when we bought that we bought this at Thanksgiving last year.
[00:24:13.200 --> 00:24:25.200]   Yeah. And, and there was no one in our area at all. And the ones that they were listed were no longer selling it or no longer doing it.
[00:24:25.200 --> 00:24:36.200]   Because they've been around a long time. So could you, I think for anyone who doesn't know, who hasn't seen that video that I made or heard about this, but we're talking about this device right here.
[00:24:36.200 --> 00:24:46.200]   And you want to give like just a short introduction of what that is and, and, and what you're offering in terms of a service because I know you're in between houses right now.
[00:24:46.200 --> 00:25:01.200]   But back in December, you actually had it set up in one of your rooms where people could come and take sessions right but, yeah, if you don't mind, can you go ahead and explain that for anyone who doesn't know what a quantum pulse devices.
[00:25:01.200 --> 00:25:08.200]   And basically it's, it's a, it's a Tesla tower.
[00:25:08.200 --> 00:25:15.200]   There in the, in the center. It's got there is a power supply in the, in the base of it.
[00:25:15.200 --> 00:25:26.200]   And then at the very top, there's, it's, it's basically it's a toroidal shaped ring with copper windings on it.
[00:25:26.200 --> 00:25:37.200]   In that area of the clear tubes, those all hold inert gases, and they pass high voltage through that.
[00:25:37.200 --> 00:25:48.200]   And so you're getting your bio photonic light therapy out of that, you're getting scalar out of the top, and then you got electromagnetism out of the base.
[00:25:48.200 --> 00:25:59.200]   So you're really getting kind of a threefold. And I compare this to the systems that are all the rage out there right now.
[00:25:59.200 --> 00:26:09.200]   Sandra Rose Michaels, you know, we actually went several times and had the overnight treatment of that.
[00:26:09.200 --> 00:26:10.200]   Okay.
[00:26:10.200 --> 00:26:20.200]   Doing a sleepover, but, you know, it's like, okay, these, you're, you're talking about the one we went to was like a quarter million dollars worth of equipment.
[00:26:20.200 --> 00:26:34.200]   And we wanted something that we could have in our home to do on a regular basis because, you know, I was studying, you know, about cell voltage.
[00:26:34.200 --> 00:26:51.200]   And, you know, we measured, and we're, I've become very comfortable with using pendulums for testing different all kinds of things, you know, and this was my body and so forth.
[00:26:51.200 --> 00:27:05.200]   And we, we had a natural path, a friend that did what did the overnight session and he tested all of our cell voltages before and after.
[00:27:05.200 --> 00:27:20.200]   And everybody had an increase in cell voltage. So that kind of like turned on a light for me because of my background in the electrostatics and high voltage and with the machines that I had was building back then.
[00:27:20.200 --> 00:27:27.200]   And I thought, you know, this really feels a lot like that, sitting in a high voltage field.
[00:27:27.200 --> 00:27:45.200]   So that kind of triggered my interest in testing cell voltage and I would encourage anyone who can use a pendulum or dowsing rods to test their bodies functions.
[00:27:45.200 --> 00:27:53.200]   Start testing your cell voltage, because I started in April of this year.
[00:27:53.200 --> 00:27:59.200]   And I was really concerned about what's the quantum pulse, how is that helping us?
[00:27:59.200 --> 00:28:11.200]   And we started seeing an increase in it, but I'm not convinced that it was the quantum pulse that was causing this increase because the increase became very, very dramatic.
[00:28:11.200 --> 00:28:17.200]   And I'm not even going to quote numbers publicly what we're seeing now.
[00:28:17.200 --> 00:28:21.200]   But as we all know, there is a shift in consciousness.
[00:28:21.200 --> 00:28:34.200]   There is something going on, obviously, with a human residence, a residence and just test every day and follow that and see what your cell voltage is doing.
[00:28:34.200 --> 00:28:44.200]   Okay, so now for folks that don't know how to do that, what's your quick and dirty way to do that to measure your cell voltage every day.
[00:28:44.200 --> 00:28:47.200]   I just do it with a pendulum.
[00:28:47.200 --> 00:29:02.200]   All right. And, and I suspend the pendulum and I say, I just say is, is my cell voltage at or above a certain number.
[00:29:02.200 --> 00:29:13.200]   Okay, so let's say, is my cell voltage 60 minus 65 millivolts or higher and 65 millivolts.
[00:29:13.200 --> 00:29:22.200]   If you've read any of Jerry Dr. Jerry tenants information that's kind of like where your body is in it's really gearing into its healing mode.
[00:29:22.200 --> 00:29:30.200]   And if you get up to 70, wow, you are, you are really cooking.
[00:29:30.200 --> 00:29:40.200]   And, and so, you know, I'm, I'm, you know, trying to figure out, okay, is this happening because of supplements that we're taking?
[00:29:40.200 --> 00:29:47.200]   I honestly have no idea where my success has come from, because I do so much stuff all the time.
[00:29:47.200 --> 00:30:03.200]   I'm always doing something different every day. So I kind of gave up. I'm trying to be better at it where I just do like one new thing a month.
[00:30:03.200 --> 00:30:14.200]   That's what I'm trying this year. And I'm actually eight. So then I could actually tell people, oh, I did this. And this is what changed, you know, up until then I do four or five different things every week.
[00:30:14.200 --> 00:30:23.200]   I'm always trying new supplements.
[00:30:23.200 --> 00:30:35.200]   I'm major. Oh, I'm a major supplement junkie. But so to wrap up, though, now I just want to point out to, so now you own, are you having your possession, one of these quantum pulse devices.
[00:30:35.200 --> 00:30:38.200]   Also, it's formerly known as the Vibe machine.
[00:30:38.200 --> 00:30:39.200]   The Vibe machine.
[00:30:39.200 --> 00:30:49.200]   When interested, I did a huge video research project on these things. And when, and when you got one, I had biohack envy.
[00:30:49.200 --> 00:30:56.200]   I went looking, you know, this is a short story. So I'm like, Oh, well, we know one of these things costs. And so I just went on eBay.
